transaction_id,book_id,borrower_id,borrow_date,return_date
698,508,417,2024-01-26,2024-05-27
699,373,54,2024-11-07,2025-01-12
700,164,781,2024-04-04,2024-11-18
701,25,905,2024-08-29,2024-09-24
702,323,407,2023-05-25,2023-09-29
703,260,576,2025-01-03,2025-01-05
704,115,954,2023-10-30,2024-09-18
705,65,609,2024-08-16,2024-10-28
706,237,378,2025-02-17,2025-02-23
707,65,808,2024-04-21,2025-01-11
708,94,625,2023-03-17,2023-12-06
709,528,428,2023-10-19,2024-02-05
710,672,116,2023-06-03,2023-10-21
711,791,153,2023-06-25,2025-02-11
712,338,758,2023-09-08,2024-08-20
713,901,143,2023-07-24,2024-05-12
714,671,663,2024-12-08,2025-01-02
715,536,434,2024-08-28,2025-02-19
716,828,243,2023-10-18,2023-10-19
717,589,576,2024-12-16,2025-02-02
718,460,967,2023-04-08,2023-06-15
719,49,565,2023-09-29,2025-02-20
720,693,655,2023-04-07,2024-05-31
721,612,119,2024-08-28,2024-10-28
722,134,949,2024-04-19,2025-01-20
723,20,212,2024-06-13,2025-01-14
724,571,25,2024-04-02,2024-06-05
725,367,254,2024-06-17,2024-08-16
726,772,186,2025-01-29,2025-02-09
727,468,747,2023-11-25,2024-06-29
728,283,582,2023-09-22,2024-04-16
729,32,958,2024-06-03,2024-11-21
730,550,595,2023-07-23,2024-11-26
731,685,657,2024-06-24,2024-08-14
732,706,533,2024-06-15,2025-02-13
733,975,209,2023-09-08,2024-02-13
734,125,170,2024-06-10,2024-12-28
735,420,655,2024-02-17,2025-01-18
736,629,855,2024-02-15,2024-09-27
737,284,36,2024-05-12,2025-02-06
738,934,516,2024-03-24,2024-12-12
739,263,918,2024-11-07,2025-02-12
740,19,12,2024-01-15,2024-02-25
741,433,124,2023-12-18,2025-02-07
742,539,889,2023-05-03,2023-08-18
743,839,567,2023-03-30,2024-11-25
744,91,247,2024-11-10,2025-01-03
745,631,210,2023-03-15,2024-03-08
746,877,733,2025-01-03,2025-02-12
747,801,580,2025-02-06,2025-02-18
748,948,913,2024-04-20,2024-06-18
749,47,647,2023-04-27,2024-07-09
750,23,573,2023-09-13,2023-12-31
751,606,407,2025-02-09,2025-02-14
752,517,503,2025-01-19,2025-02-01
753,29,779,2023-05-17,2024-04-26
754,916,575,2024-03-16,2024-09-14
755,244,140,2025-02-23,2025-02-23
756,975,983,2024-10-22,2024-10-23
757,392,615,2023-10-25,2023-12-31
758,109,27,2023-11-22,2025-02-02
759,420,207,2024-11-04,2024-11-05
760,595,729,2024-05-06,2025-02-14
761,120,513,2023-05-30,2024-11-23
762,101,961,2023-04-15,2023-12-16
763,543,212,2024-04-24,2024-12-01
764,911,283,2024-02-21,2025-01-06
765,245,999,2024-11-04,2024-11-11
766,327,695,2024-11-11,2024-12-25
767,721,147,2024-11-12,2025-01-16
768,121,438,2024-01-15,2024-07-16
769,180,598,2024-11-29,2025-02-06
770,545,248,2024-10-10,2025-01-26
771,514,483,2023-02-24,2024-11-23
772,476,651,2024-11-01,2025-01-28
773,978,250,2025-01-28,2025-02-15
774,524,714,2024-11-11,2025-02-05
775,663,587,2023-12-25,2024-12-11
776,708,160,2024-10-03,2024-12-31
777,138,7,2023-07-28,2024-07-22
778,490,906,2023-06-30,2024-08-13
779,194,681,2023-03-19,2024-01-21
780,824,872,2023-11-11,2024-11-24
781,710,847,2023-12-31,2024-03-04
782,675,753,2023-12-12,2025-02-14
783,54,668,2023-05-23,2024-10-02
784,254,729,2024-05-18,2024-05-18
785,11,392,2023-02-27,2024-12-12
786,870,859,2023-03-03,2023-04-01
787,716,361,2023-09-08,2024-04-19
788,275,501,2024-06-23,2025-01-30
789,675,170,2023-03-18,2024-12-08
790,864,547,2024-11-21,2024-12-08
791,927,41,2024-08-06,2025-02-16
792,334,935,2024-09-29,2024-11-22
793,901,756,2024-11-29,2024-12-27
794,20,6,2024-07-29,2025-01-07
795,940,356,2024-05-05,2024-12-28
796,681,707,2024-03-22,2025-01-13
797,276,727,2023-08-22,2024-03-19
798,919,901,2024-11-27,2025-01-16
799,384,25,2023-04-03,2025-01-07
800,642,661,2024-01-26,2024-07-31
801,587,261,2024-04-09,2024-12-03
802,611,195,2024-08-07,2025-01-18
803,997,293,2024-11-24,2025-01-18
804,973,783,2023-05-10,2023-09-09
805,739,258,2023-11-05,2025-02-16
806,483,695,2023-08-01,2025-01-27
807,453,112,2023-05-09,2024-02-28
808,292,263,2024-05-02,2025-02-12
809,210,193,2024-06-02,2024-12-28
810,842,743,2023-07-23,2023-12-12
811,773,324,2024-11-18,2024-12-07
812,42,832,2024-12-25,2025-01-08
813,183,918,2024-07-30,2024-08-11
814,314,336,2024-10-23,2024-11-02
815,637,221,2023-09-05,2024-08-27
816,618,568,2024-04-03,2025-01-30
817,489,364,2023-12-21,2025-02-21
818,232,312,2023-04-22,2023-06-25
819,335,421,2024-05-06,2025-02-18
820,670,285,2023-06-21,2024-11-08
821,48,709,2024-08-18,2025-02-20
822,753,495,2024-06-20,2024-07-06
823,431,68,2023-03-09,2024-09-25
824,411,575,2024-07-10,2025-02-05
825,876,293,2024-11-02,2025-02-12
826,765,760,2024-04-15,2024-05-28
827,195,626,2024-06-17,2024-12-16
828,922,468,2024-11-20,2025-01-25
829,462,693,2024-09-05,2024-11-24
830,706,986,2023-06-20,2024-04-30
831,856,497,2024-08-09,2024-12-25
832,13,260,2024-03-28,2024-08-01
833,572,443,2023-11-07,2025-01-16
834,178,865,2024-05-30,2024-11-18
835,613,318,2023-12-02,2024-02-07
836,829,902,2023-04-17,2023-11-05
837,487,184,2024-04-07,2024-10-07
838,789,20,2024-10-08,2024-10-11
839,930,298,2023-02-24,2024-10-05
840,474,374,2024-02-03,2024-05-29
841,1,215,2023-06-20,2024-04-21
842,337,430,2025-02-17,2025-02-23
843,864,136,2023-11-20,2024-06-30
844,717,401,2023-10-22,2023-11-30
845,611,289,2024-03-06,2024-11-07
846,225,293,2023-10-05,2024-01-12
847,595,474,2023-08-12,2024-01-06
848,676,443,2024-12-22,2025-02-14
849,834,443,2024-10-14,2025-02-17
850,973,710,2025-01-09,2025-01-30
851,301,30,2024-08-02,2024-08-12
852,80,219,2024-01-12,2024-11-09
853,30,382,2023-09-09,2024-09-30
854,783,338,2025-02-13,2025-02-18
855,264,165,2023-05-31,2024-09-23
856,772,343,2024-01-08,2025-01-24
857,448,313,2024-11-05,2025-02-06
858,262,457,2024-03-18,2024-04-06
859,125,728,2024-01-07,2024-04-23
860,288,279,2025-02-03,2025-02-19
861,594,881,2023-09-04,2025-01-13
862,591,409,2024-11-05,2024-12-19
863,617,679,2024-03-25,2024-09-05
864,731,728,2024-09-20,2024-11-25
865,55,871,2023-08-12,2024-09-24
866,656,138,2023-06-15,2023-10-07
867,835,159,2024-03-09,2025-01-28
868,438,413,2023-12-03,2024-09-08
869,870,358,2023-02-28,2024-03-02
870,71,299,2023-03-12,2024-02-13
871,517,962,2024-07-01,2024-09-16
872,434,895,2024-07-25,2024-10-16
873,29,341,2023-04-27,2023-08-29
874,691,669,2023-07-02,2024-07-13
875,347,594,2023-10-07,2024-06-22
876,171,737,2023-06-09,2025-01-18
877,710,295,2023-10-29,2024-12-19
878,525,745,2023-11-26,2024-10-02
879,443,630,2024-01-22,2024-04-13
880,276,43,2024-04-22,2024-07-05
881,147,901,2025-02-20,2025-02-20
882,639,867,2023-05-26,2023-09-11
883,799,439,2025-02-21,2025-02-21
884,308,859,2023-05-07,2024-02-18
885,271,151,2024-09-19,2024-11-06
886,58,619,2024-08-24,2024-10-27
887,888,767,2024-03-05,2024-11-06
888,858,333,2023-02-24,2024-04-10
889,517,511,2023-07-18,2023-10-17
890,228,108,2023-06-17,2025-01-06
891,505,350,2024-04-19,2024-08-29
892,703,931,2024-09-26,2024-10-24
893,859,289,2024-12-21,2024-12-21
894,961,910,2023-06-16,2024-12-08
895,94,974,2024-01-29,2024-11-01
896,43,975,2024-05-18,2024-06-19
897,265,992,2023-08-29,2024-10-24
898,594,947,2023-12-14,2024-05-30
899,512,137,2023-08-28,2024-10-11
900,256,14,2023-03-09,2024-01-17
901,144,860,2023-11-06,2024-10-30
902,817,79,2024-05-04,2024-12-05
903,182,862,2024-01-27,2024-04-16
904,688,8,2023-10-15,2024-11-15
905,605,875,2024-03-24,2024-09-12
906,159,289,2024-09-27,2024-12-02
907,105,595,2023-03-01,2023-08-13
908,443,880,2024-03-13,2024-06-27
909,71,654,2023-05-16,2025-02-16
910,996,425,2023-09-06,2025-01-25
911,719,76,2024-10-17,2024-11-26
912,574,696,2023-04-24,2023-06-12
913,590,134,2025-01-17,2025-02-17
914,579,865,2025-02-07,2025-02-08
915,231,38,2025-01-27,2025-01-28
916,741,636,2024-08-28,2024-09-27
917,315,844,2024-04-04,2024-07-25
918,691,39,2023-12-04,2024-02-09
919,937,154,2023-03-08,2023-08-01
920,156,221,2024-11-23,2025-01-19
921,40,706,2023-09-12,2024-09-27
922,993,557,2024-04-23,2024-08-12
923,550,957,2024-09-01,2024-09-05
924,46,87,2024-01-10,2024-12-21
925,506,878,2024-07-13,2024-12-16
926,237,227,2024-08-01,2024-08-08
927,907,376,2023-11-30,2025-01-07
928,511,353,2024-07-27,2024-12-10
929,859,877,2023-12-18,2023-12-24
930,319,730,2023-04-06,2024-07-12
931,412,155,2024-12-25,2025-01-04
932,397,849,2024-11-17,2024-12-15
933,456,263,2023-09-24,2024-12-14
934,674,427,2023-06-30,2024-09-10
935,416,180,2024-06-29,2024-08-27
936,102,884,2023-07-10,2024-12-03
937,11,749,2024-11-07,2025-02-09
938,69,66,2024-07-18,2025-01-28
939,908,982,2024-07-30,2024-11-16
940,293,419,2023-10-10,2024-05-14
941,42,505,2023-06-27,2023-09-02
942,832,898,2024-01-19,2024-04-30
943,710,347,2023-05-21,2024-02-27
944,689,185,2023-07-06,2024-08-06
945,530,869,2023-10-04,2024-08-11
946,900,730,2025-01-30,2025-02-07
947,678,380,2024-01-12,2024-12-15
948,928,630,2023-10-11,2024-04-25
949,972,346,2023-07-02,2024-05-10
950,837,925,2023-03-02,2024-01-03
951,660,976,2024-10-27,2024-12-07
952,990,113,2024-11-17,2025-01-17
953,438,859,2023-04-07,2024-09-05
954,840,291,2025-01-10,2025-01-10
955,271,594,2024-12-08,2025-01-23
956,885,598,2023-11-25,2024-08-18
957,475,274,2023-10-10,2025-02-11
958,531,6,2023-07-04,2024-02-04
959,746,497,2024-07-31,2025-02-13
960,598,358,2023-08-09,2023-10-15
961,807,986,2024-03-03,2024-08-08
962,55,801,2023-03-16,2024-07-15
963,47,309,2024-08-24,2025-01-19
964,76,713,2023-11-03,2025-02-02
965,188,157,2025-01-28,2025-02-18
966,243,852,2024-04-26,2024-06-26
967,356,230,2023-04-20,2023-08-23
968,393,984,2023-10-14,2024-04-07
969,515,650,2024-10-06,2024-10-17
970,527,297,2023-09-18,2024-06-14
971,837,30,2023-06-03,2023-08-25
972,329,186,2024-03-01,2024-09-14
973,632,58,2024-10-10,2025-02-09
974,215,248,2023-02-27,2024-04-28
975,637,280,2024-10-15,2024-10-25
976,889,22,2024-07-14,2024-08-03
977,956,397,2024-06-06,2024-09-27
978,449,985,2023-04-24,2023-06-18
979,131,327,2024-01-24,2025-02-09
980,792,511,2023-08-08,2024-08-30
981,360,46,2023-05-20,2023-06-26
982,43,775,2024-04-30,2024-10-04
983,288,129,2024-09-02,2025-01-04
984,236,341,2024-11-23,2025-01-19
985,544,418,2023-07-22,2024-11-26
986,663,910,2023-05-20,2024-12-15
987,447,308,2023-03-25,2024-03-20
988,545,626,2024-02-29,2024-05-15
989,850,88,2025-01-21,2025-02-11
990,878,26,2023-11-26,2024-07-16
991,731,976,2024-03-11,2025-01-17
992,888,680,2024-08-18,2024-09-21
993,841,563,2023-08-17,2024-09-22
994,198,701,2023-11-12,2024-09-06
995,401,640,2024-03-17,2024-03-25
996,974,658,2024-07-23,2024-08-07
997,938,434,2023-09-02,2024-02-01
998,485,408,2023-04-20,2025-01-01
999,756,202,2023-04-08,2023-07-19
1000,137,524,2024-08-15,2024-10-26
1001,829,494,2023-04-21,2025-02-06
1002,690,454,2023-06-09,2023-07-16
1003,863,152,2025-01-13,2025-02-21
1004,635,802,2024-03-26,2024-10-07
1005,275,24,2024-12-02,2024-12-10
1006,828,151,2023-09-27,2024-03-03
1007,911,114,2023-11-10,2024-10-03
1008,24,845,2024-01-26,2024-09-24
1009,337,801,2024-01-11,2025-02-01
1010,110,148,2023-05-19,2024-12-02
1011,65,973,2023-08-17,2024-12-08
1012,988,390,2023-06-13,2024-05-19
1013,695,332,2025-01-24,2025-02-13
1014,393,582,2024-06-03,2025-01-11
1015,849,253,2024-03-16,2024-10-16
1016,94,251,2024-08-19,2024-12-09
1017,247,782,2024-08-20,2024-12-13
1018,903,681,2023-07-22,2024-09-12
1019,767,347,2025-01-20,2025-01-26
1020,700,528,2023-10-19,2024-06-12
1021,67,249,2024-06-05,2024-10-01
1022,999,130,2024-05-25,2024-05-28
1023,504,798,2023-11-29,2024-09-21
1024,687,898,2024-08-31,2024-10-21
1025,964,712,2024-01-25,2024-04-04
1026,581,78,2024-08-14,2024-09-01
1027,956,431,2023-12-14,2024-01-28
1028,325,638,2024-10-26,2025-01-13
1029,411,987,2023-03-14,2023-08-30
1030,474,466,2024-06-28,2024-08-19
1031,421,450,2024-02-23,2024-12-18
1032,329,958,2024-11-28,2025-02-07
1033,266,221,2024-10-08,2024-10-26
1034,23,745,2023-07-10,2024-07-07
1035,141,254,2024-10-26,2025-01-17
1036,602,389,2023-11-03,2024-05-08
1037,997,250,2023-09-21,2024-06-23
1038,461,459,2024-03-01,2024-05-22
1039,748,200,2023-11-11,2024-09-19
1040,32,529,2024-09-03,2025-01-26
1041,595,157,2024-08-30,2025-01-06
1042,376,937,2024-04-27,2024-08-13
1043,120,703,2023-04-09,2024-11-04
1044,689,871,2024-03-10,2024-05-20
1045,491,902,2024-10-13,2024-12-24
1046,923,979,2023-08-15,2025-01-05
1047,936,181,2023-06-11,2023-07-29
1048,331,766,2023-05-15,2023-09-21
1049,323,515,2024-08-24,2024-11-04
1050,584,473,2023-10-02,2024-04-22
1051,355,948,2024-11-14,2025-02-02
1052,990,313,2023-09-26,2025-01-11
1053,154,961,2024-11-30,2024-12-13
1054,861,256,2023-07-05,2024-03-24
1055,557,554,2023-09-02,2024-02-09
1056,314,47,2025-01-04,2025-01-17
1057,810,786,2023-10-26,2024-07-18
1058,208,946,2024-02-13,2025-01-22
1059,739,541,2024-11-19,2025-01-03
1060,19,787,2024-10-18,2024-10-20
1061,404,484,2024-03-12,2024-11-27
1062,159,198,2024-02-12,2025-01-07
1063,82,292,2024-10-01,2025-01-16
1064,530,397,2024-06-16,2024-06-22
1065,824,602,2024-06-12,2024-08-03
1066,864,111,2024-01-17,2024-09-18
1067,574,699,2024-08-05,2024-11-06
1068,366,907,2023-10-03,2024-01-29
1069,279,130,2024-01-02,2024-10-18
1070,482,171,2023-09-05,2024-02-24
1071,573,193,2024-04-18,2024-11-05
1072,422,210,2024-08-30,2024-12-02
1073,949,306,2023-03-27,2023-12-19
1074,204,104,2024-07-15,2024-08-20
1075,694,396,2025-01-25,2025-02-04
1076,862,227,2024-04-14,2024-11-09
1077,596,604,2024-11-25,2025-01-02
1078,773,30,2023-08-11,2024-05-21
1079,403,744,2024-08-07,2025-02-08
1080,712,630,2024-08-22,2024-10-23
1081,579,937,2023-05-29,2023-10-07
1082,70,469,2025-01-29,2025-02-21
1083,483,77,2023-03-10,2024-01-13
1084,33,325,2023-07-17,2024-08-16
1085,58,255,2024-12-18,2025-02-12
1086,851,662,2024-07-23,2025-02-01
1087,162,268,2023-07-09,2024-06-01
1088,218,375,2023-06-05,2024-03-19
1089,593,66,2024-07-10,2024-11-29
1090,303,729,2024-12-16,2024-12-30
1091,893,943,2023-07-18,2024-09-29
1092,548,51,2024-11-20,2024-11-21
1093,969,432,2023-05-02,2023-05-13
1094,175,522,2024-01-16,2024-10-30
1095,202,130,2024-03-17,2025-01-02
1096,310,940,2024-03-08,2024-10-28
1097,883,998,2023-09-13,2023-10-16
1098,473,22,2023-10-14,2024-03-21
1099,710,592,2024-02-03,2024-10-22
1100,577,320,2024-01-09,2024-11-15
1101,627,281,2024-11-23,2025-01-02
1102,358,322,2024-01-01,2025-02-16
1103,370,997,2023-11-24,2024-05-08
1104,193,889,2024-10-22,2025-01-06
1105,405,733,2024-03-01,2024-05-07
1106,429,989,2024-10-27,2025-01-03
1107,175,760,2023-04-16,2023-06-14
1108,181,893,2024-06-26,2024-07-10
1109,360,248,2024-04-09,2024-05-19
1110,174,223,2024-10-13,2024-12-31
1111,155,748,2025-01-02,2025-02-23
1112,218,812,2024-08-15,2025-02-18
1113,199,758,2024-11-09,2025-01-15
1114,801,302,2025-01-04,2025-01-24
1115,212,454,2023-06-29,2025-01-19
1116,827,36,2024-02-22,2024-11-14
1117,576,338,2024-09-15,2024-12-04
1118,270,337,2024-09-16,2025-01-21
1119,506,892,2023-03-19,2023-11-27
1120,737,385,2024-07-12,2024-09-17
1121,918,36,2023-11-01,2024-07-13
1122,560,855,2025-01-21,2025-01-31
1123,320,725,2024-09-11,2024-12-26
1124,508,518,2023-03-18,2024-07-25
1125,642,169,2024-06-21,2024-08-12
1126,914,88,2023-09-01,2023-09-17
1127,352,938,2024-04-26,2024-11-13
1128,346,834,2024-09-13,2024-11-24
1129,917,953,2023-12-25,2024-08-24
1130,553,306,2024-05-19,2024-05-29
1131,477,607,2024-06-08,2025-01-20
1132,140,501,2024-12-16,2025-01-13
1133,917,689,2024-06-01,2024-09-11
1134,968,414,2024-05-11,2025-01-08
1135,146,836,2025-01-13,2025-02-22
1136,333,896,2023-10-19,2023-12-09
1137,681,646,2023-04-17,2024-04-05
1138,968,468,2024-08-12,2024-09-13
1139,786,82,2023-10-28,2024-04-12
1140,548,410,2024-08-09,2024-12-13
1141,806,43,2024-06-25,2024-12-18
1142,904,180,2024-12-24,2024-12-24
1143,146,276,2024-11-27,2025-02-13
1144,557,345,2023-04-30,2023-12-29
1145,369,335,2024-03-31,2024-05-02
1146,190,156,2024-06-15,2024-08-02
1147,542,162,2023-04-10,2024-09-03
1148,970,577,2023-04-10,2024-10-20
1149,922,146,2023-03-13,2023-04-25
1150,252,836,2024-06-01,2025-02-02
1151,690,967,2023-04-13,2024-03-01
1152,468,776,2024-11-23,2024-12-23
1153,609,263,2023-07-26,2023-10-10
1154,998,508,2024-12-28,2025-01-16
1155,203,152,2024-11-10,2024-12-09
1156,936,992,2023-07-02,2024-01-25
1157,427,981,2024-07-24,2024-09-26
1158,619,205,2024-08-27,2024-11-28
1159,461,383,2024-01-25,2024-03-11
1160,19,703,2024-11-18,2024-12-22
1161,378,156,2024-07-30,2024-09-07
1162,532,876,2024-01-18,2024-12-15
1163,693,337,2023-05-16,2024-10-04
1164,454,453,2024-03-15,2025-01-27
1165,849,30,2023-09-02,2023-12-21
1166,726,728,2023-10-31,2024-07-11
1167,798,892,2024-01-29,2024-12-06
1168,996,508,2023-05-26,2024-06-06
1169,686,168,2023-11-02,2024-04-25
1170,607,221,2024-03-23,2024-09-21
1171,877,807,2023-03-02,2024-07-06
1172,351,334,2023-11-18,2024-05-15
1173,962,322,2024-05-18,2024-11-14
1174,850,857,2024-03-10,2024-05-29
1175,603,169,2024-10-21,2025-01-20
1176,530,881,2024-09-30,2025-02-17
1177,873,161,2024-04-12,2024-12-24
1178,268,993,2025-01-11,2025-02-15
1179,115,616,2025-01-08,2025-01-27
1180,534,403,2024-08-26,2025-02-19
1181,587,860,2023-05-13,2024-06-15
1182,885,486,2024-04-20,2024-07-14
1183,584,250,2023-05-14,2024-05-23
1184,258,510,2023-12-19,2024-07-14
1185,621,709,2023-11-03,2024-01-31
1186,67,545,2024-09-22,2024-10-03
1187,555,135,2023-12-28,2024-09-01
1188,343,902,2025-02-12,2025-02-21
1189,329,582,2023-06-16,2023-07-01
1190,702,856,2023-10-17,2024-08-03
1191,676,679,2023-05-15,2024-01-26
1192,689,63,2023-06-03,2024-07-21
1193,400,576,2023-04-10,2024-07-24
1194,30,285,2024-02-24,2024-11-04
1195,185,144,2023-05-03,2024-01-13
1196,517,132,2023-09-17,2024-08-18
1197,374,233,2024-05-02,2024-08-17
1198,113,42,2023-06-26,2024-04-07
1199,784,83,2023-11-20,2024-08-02
1200,872,194,2024-10-07,2024-10-26
1201,917,650,2025-01-18,2025-01-23
1202,957,51,2024-09-27,2024-12-27
1203,749,264,2023-02-25,2024-10-25
1204,933,102,2023-04-18,2023-11-29
1205,879,531,2023-10-03,2024-01-26
1206,634,506,2023-04-25,2024-12-10
1207,398,728,2023-02-26,2023-12-25
1208,741,126,2023-11-22,2024-11-22
1209,874,287,2023-04-17,2023-06-11
1210,164,278,2024-10-27,2025-01-11
1211,116,75,2024-08-14,2025-01-27
1212,222,429,2024-06-04,2024-11-01
1213,541,115,2023-08-03,2024-08-02
1214,119,958,2023-06-18,2024-11-07
1215,364,570,2024-03-20,2024-04-29
1216,113,344,2024-12-04,2024-12-23
1217,552,38,2023-03-22,2023-07-16
1218,334,795,2023-07-27,2024-07-31
1219,608,291,2024-12-28,2025-01-22
1220,602,728,2025-01-17,2025-01-17
1221,318,468,2023-07-30,2024-10-07
1222,385,130,2023-09-11,2024-01-16
1223,671,87,2024-03-13,2024-06-03
1224,700,907,2024-11-21,2025-01-23
1225,712,435,2024-03-02,2024-06-05
1226,337,842,2024-11-15,2024-12-29
1227,367,578,2024-10-21,2025-01-07
1228,820,148,2024-10-09,2024-11-09
1229,752,450,2024-07-14,2024-09-04
1230,493,731,2023-12-05,2024-01-21
1231,681,19,2023-05-13,2024-02-01
1232,290,694,2024-08-23,2025-01-10
1233,930,586,2024-06-16,2024-09-08
1234,660,830,2023-07-22,2024-06-10
1235,766,355,2023-09-29,2024-04-16
1236,644,447,2024-10-25,2025-01-05
1237,648,57,2024-01-09,2025-01-07
1238,458,146,2024-02-22,2024-11-08
1239,595,159,2024-07-26,2024-11-26
1240,810,942,2023-06-18,2023-09-05
1241,698,629,2024-03-31,2024-09-15
1242,240,460,2024-07-24,2024-11-06
1243,474,435,2023-10-02,2024-02-27
1244,354,604,2023-05-26,2024-03-08
1245,712,591,2024-01-29,2024-06-03
1246,476,106,2023-05-15,2023-06-11
1247,612,509,2024-04-03,2024-11-11
1248,113,101,2025-01-14,2025-02-09
1249,85,220,2023-11-04,2024-05-04
1250,853,260,2023-08-03,2023-10-08
1251,759,481,2024-04-18,2024-08-11
1252,22,177,2023-06-07,2023-11-29
1253,23,656,2023-10-06,2025-01-28
1254,114,888,2024-01-03,2024-01-10
1255,769,722,2023-06-17,2024-07-20
1256,549,14,2025-02-04,2025-02-11
1257,21,894,2024-10-30,2025-01-17
1258,138,176,2024-08-21,2024-12-15
1259,1,84,2023-07-29,2024-06-05
1260,527,64,2024-07-28,2024-11-24
1261,583,436,2023-03-22,2023-08-15
1262,202,399,2023-06-28,2024-04-19
1263,188,871,2023-11-19,2024-06-10
1264,988,508,2023-04-29,2024-02-26
1265,568,907,2023-09-06,2024-08-14
1266,739,260,2023-10-03,2025-01-05
1267,929,769,2023-07-22,2024-01-03
1268,972,666,2024-11-23,2025-01-20
1269,117,19,2023-10-01,2024-05-05
1270,993,670,2023-03-31,2023-10-12
1271,223,96,2024-09-16,2025-01-21
1272,614,293,2024-10-20,2025-01-09
1273,737,411,2023-09-07,2023-11-29
1274,971,3,2023-10-10,2024-01-14
1275,923,511,2023-09-08,2023-09-24
1276,263,236,2023-12-03,2024-02-11
1277,685,752,2024-09-15,2024-09-24
1278,874,915,2023-04-25,2024-07-10
1279,156,619,2025-02-12,2025-02-18
1280,636,495,2023-06-19,2023-12-15
1281,989,726,2024-08-14,2025-02-17
1282,253,754,2023-12-09,2024-11-30
1283,497,342,2023-06-04,2024-04-30
1284,939,692,2023-09-10,2024-08-29
1285,346,318,2024-07-11,2024-12-12
1286,737,721,2025-01-19,2025-01-28
1287,917,608,2023-06-30,2024-04-04
1288,36,675,2023-04-29,2024-02-06
1289,772,830,2023-11-10,2024-07-31
1290,945,417,2024-07-09,2025-01-21
1291,680,173,2023-09-14,2023-10-04
1292,212,810,2024-02-12,2024-07-22
1293,692,1000,2023-04-29,2025-02-18
1294,441,480,2024-09-03,2025-01-16
1295,771,929,2025-02-12,2025-02-14
1296,226,285,2024-01-13,2024-10-07
1297,622,481,2024-08-02,2024-08-17
1298,47,487,2025-02-21,2025-02-23
1299,966,574,2023-12-09,2024-07-26
1300,734,493,2024-11-02,2024-12-07
1301,347,540,2023-07-13,2024-06-23
1302,169,446,2023-12-05,2025-01-09
1303,792,116,2024-08-15,2024-09-14
1304,869,365,2024-05-16,2025-01-13
1305,520,905,2023-12-04,2025-01-22
1306,674,810,2024-02-04,2024-08-12
1307,140,128,2023-08-30,2024-11-03
1308,204,280,2023-12-25,2024-02-13
1309,18,157,2024-09-26,2024-11-25
1310,254,319,2023-08-30,2024-12-16
1311,43,360,2024-09-07,2024-11-06
1312,919,608,2023-07-15,2024-01-10
1313,43,147,2023-02-25,2023-12-22
1314,692,458,2023-03-20,2023-04-07
1315,469,984,2024-04-07,2024-08-16
1316,944,598,2024-10-27,2025-01-23
1317,591,526,2024-10-10,2024-10-21
1318,488,6,2024-06-27,2024-12-24
1319,491,199,2023-05-02,2023-07-17
1320,35,512,2023-06-18,2024-08-24
1321,772,519,2024-07-12,2024-07-15
1322,165,672,2024-01-27,2024-05-28
1323,851,656,2023-08-19,2024-06-05
1324,120,329,2023-04-18,2023-11-07
1325,125,560,2023-10-26,2024-02-19
1326,777,292,2024-08-26,2024-10-11
1327,387,858,2024-01-16,2024-03-21
1328,197,835,2024-07-18,2024-07-30
1329,327,17,2024-03-12,2024-05-27
1330,442,211,2024-11-16,2025-01-13
1331,583,91,2023-12-02,2024-11-02
1332,33,444,2024-04-16,2024-09-28
1333,514,702,2023-06-18,2024-01-10
1334,162,286,2024-11-26,2024-12-24
1335,805,728,2024-06-21,2024-11-19
1336,66,228,2023-12-27,2024-06-02
1337,531,690,2024-11-11,2024-11-12
1338,577,347,2024-02-18,2024-05-25
1339,620,797,2024-04-23,2024-06-19
1340,941,898,2023-05-02,2023-07-19
1341,511,282,2023-12-08,2024-11-22
1342,28,178,2024-02-27,2024-04-05
1343,930,915,2023-07-05,2024-08-11
1344,604,978,2025-01-15,2025-01-28
1345,640,369,2023-12-16,2025-01-26
1346,901,195,2024-06-14,2024-10-03
1347,882,99,2023-03-03,2024-07-13
1348,503,849,2025-01-01,2025-01-05
1349,490,757,2024-04-06,2024-07-24
1350,343,616,2024-02-23,2024-09-26
1351,180,58,2023-09-12,2024-09-16
1352,263,884,2023-08-16,2024-09-02
1353,745,115,2023-09-06,2025-02-14
1354,822,766,2023-03-27,2025-01-07
1355,708,444,2023-12-09,2024-04-09
1356,447,736,2023-12-21,2025-01-02
1357,342,276,2023-04-18,2025-01-12
1358,914,737,2023-04-15,2024-12-20
1359,913,513,2024-03-31,2024-06-30
1360,287,70,2024-05-27,2024-11-29
1361,494,195,2023-12-29,2024-02-08
1362,140,419,2023-06-03,2024-10-02
1363,104,253,2023-08-05,2024-10-20
1364,513,350,2023-04-07,2023-05-24
1365,646,113,2023-11-24,2024-09-11
1366,721,220,2023-12-26,2024-03-04
1367,606,975,2025-02-22,2025-02-22
1368,421,362,2023-05-03,2025-01-20
1369,519,717,2024-07-19,2024-09-21
1370,294,931,2024-11-08,2025-02-21
1371,934,890,2024-09-06,2024-11-29
1372,735,66,2023-07-24,2023-09-28
1373,851,20,2023-04-17,2024-09-26
1374,623,206,2023-08-07,2024-04-01
1375,44,285,2023-04-26,2024-11-13
1376,643,716,2023-06-01,2024-11-07
